ID: JX583
DATE, WEIGHT
 9_5_2018 9:41:16,2252.529785
 9_5_2018 9:41:16,2252.529785
 9_5_2018 9:41:16,2252.529785
 9_5_2018 9:41:16,2252.529785
 9_5_2018 9:41:17,2252.529785
 9_5_2018 9:41:17,2252.529785
 9_5_2018 9:41:17,2252.529785
 9_5_2018 9:41:17,2252.51709
 9_5_2018 9:41:17,2252.51709
 9_5_2018 9:41:17,2252.51709
 9_5_2018 9:41:17,2252.51709
 9_5_2018 9:41:18,2252.51709
 9_5_2018 9:41:18,2252.51709
 9_5_2018 9:41:18,2252.51709
 9_5_2018 9:41:18,2252.50415
 9_5_2018 9:41:18,2252.50415
 9_5_2018 9:41:18,2252.50415
 9_5_2018 9:41:18,2252.50415
 9_5_2018 9:41:19,2252.50415
 9_5_2018 9:41:19,2252.50415
 9_5_2018 9:41:19,2252.50415
 9_5_2018 9:41:19,2252.491211
 9_5_2018 9:41:19,2252.491211
 9_5_2018 9:41:19,2252.491211
 9_5_2018 9:41:19,2252.491211
 9_5_2018 9:41:20,2252.491211
 9_5_2018 9:41:20,2252.491211
 9_5_2018 9:41:20,2252.491211
 9_5_2018 9:41:20,2252.478516
 9_5_2018 9:41:20,2252.478516
 9_5_2018 9:41:20,2252.478516
 9_5_2018 9:41:20,2252.478516
 9_5_2018 9:41:21,2252.478516
 9_5_2018 9:41:21,2252.478516
 9_5_2018 9:41:21,2252.478516
 9_5_2018 9:41:21,2252.46582
 9_5_2018 9:41:21,2252.46582
 9_5_2018 9:41:21,2252.46582
 9_5_2018 9:41:21,2252.46582
 9_5_2018 9:41:22,2252.46582
 9_5_2018 9:41:22,2252.46582
 9_5_2018 9:41:22,2252.46582
 9_5_2018 9:41:22,2252.453125
 9_5_2018 9:41:22,2252.453125
 9_5_2018 9:41:22,2252.453125
 9_5_2018 9:41:22,2252.453125
 9_5_2018 9:41:23,2252.453125
 9_5_2018 9:41:23,2252.453125
 9_5_2018 9:41:23,2252.453125
 9_5_2018 9:41:23,2252.44043
 9_5_2018 9:41:23,2252.44043
 9_5_2018 9:41:23,2252.44043
 9_5_2018 9:41:23,2252.44043
 9_5_2018 9:41:24,2252.44043
 9_5_2018 9:41:24,2252.44043
 9_5_2018 9:41:24,2252.44043
 9_5_2018 9:41:24,2252.42749
 9_5_2018 9:41:24,2252.42749
 9_5_2018 9:41:24,2252.42749
 9_5_2018 9:41:24,2252.42749
 9_5_2018 9:41:25,2252.42749
 9_5_2018 9:41:25,2252.42749
 9_5_2018 9:41:25,2252.42749
 9_5_2018 9:41:25,2252.414551
 9_5_2018 9:41:25,2252.414551
 9_5_2018 9:41:25,2252.414551
 9_5_2018 9:41:25,2252.414551
 9_5_2018 9:41:26,2252.414551
 9_5_2018 9:41:26,2252.414551
 9_5_2018 9:41:26,2252.414551
 9_5_2018 9:41:26,2252.414551
 9_5_2018 9:41:26,2252.414551
 9_5_2018 9:41:26,2252.414551
 9_5_2018 9:41:27,2252.414551
 9_5_2018 9:41:27,2252.414551
 9_5_2018 9:41:27,2252.414551
 9_5_2018 9:41:27,2252.401855
 9_5_2018 9:41:27,2252.401855
 9_5_2018 9:41:27,2252.401855
 9_5_2018 9:41:27,2252.401855
 9_5_2018 9:41:28,2252.401855
 9_5_2018 9:41:28,2252.401855
 9_5_2018 9:41:28,2252.401855
 9_5_2018 9:41:28,2252.38916
 9_5_2018 9:41:28,2252.38916
 9_5_2018 9:41:28,2252.38916
 9_5_2018 9:41:28,2252.38916
 9_5_2018 9:41:29,2252.38916
 9_5_2018 9:41:29,2252.38916
 9_5_2018 9:41:29,2252.38916
 9_5_2018 9:41:29,2252.375977
 9_5_2018 9:41:29,2252.375977
 9_5_2018 9:41:29,2252.375977
 9_5_2018 9:41:29,2252.375977
 9_5_2018 9:41:30,2252.375977
 9_5_2018 9:41:30,2252.375977
 9_5_2018 9:41:30,2252.375977
 9_5_2018 9:41:30,2252.363281
 9_5_2018 9:41:30,2252.363281
 9_5_2018 9:41:30,2252.363281
 9_5_2018 9:41:30,2252.363281
 9_5_2018 9:41:31,2252.363281
 9_5_2018 9:41:31,2252.363281
 9_5_2018 9:41:31,2252.363281
 9_5_2018 9:41:31,2252.350342
 9_5_2018 9:41:31,2252.350342
 9_5_2018 9:41:31,2252.350342
 9_5_2018 9:41:31,2252.350342
 9_5_2018 9:41:32,2252.350342
 9_5_2018 9:41:32,2252.350342
 9_5_2018 9:41:32,2252.350342
 9_5_2018 9:41:32,2252.337402
 9_5_2018 9:41:32,2252.337402
 9_5_2018 9:41:32,2252.337402
 9_5_2018 9:41:32,2252.337402
 9_5_2018 9:41:33,2252.337402
 9_5_2018 9:41:33,2252.337402
 9_5_2018 9:41:33,2252.337402
 9_5_2018 9:41:33,2252.324707
 9_5_2018 9:41:33,2252.324707
 9_5_2018 9:41:33,2252.324707
 9_5_2018 9:41:33,2252.324707
 9_5_2018 9:41:34,2252.324707
 9_5_2018 9:41:34,2252.324707
 9_5_2018 9:41:34,2252.324707
 9_5_2018 9:41:34,2252.311768
 9_5_2018 9:41:34,2252.311768
 9_5_2018 9:41:34,2252.311768
 9_5_2018 9:41:34,2252.311768
 9_5_2018 9:41:35,2252.311768
 9_5_2018 9:41:35,2252.311768
 9_5_2018 9:41:35,2252.311768
 9_5_2018 9:41:35,2252.298828
 9_5_2018 9:41:35,2252.298828
 9_5_2018 9:41:35,2252.298828
 9_5_2018 9:41:35,2252.298828
 9_5_2018 9:41:36,2252.298828
 9_5_2018 9:41:36,2252.298828
 9_5_2018 9:41:36,2252.298828
 9_5_2018 9:41:36,2252.286133
 9_5_2018 9:41:36,2252.286133
 9_5_2018 9:41:36,2252.286133
 9_5_2018 9:41:36,2252.286133
 9_5_2018 9:41:37,2252.286133
 9_5_2018 9:41:37,2252.286133
 9_5_2018 9:41:37,2252.286133
 9_5_2018 9:41:37,2252.273682
 9_5_2018 9:41:37,2252.273682
 9_5_2018 9:41:37,2252.273682
 9_5_2018 9:41:37,2252.273682
 9_5_2018 9:41:38,2252.273682
 9_5_2018 9:41:38,2252.273682
 9_5_2018 9:41:38,2252.273682
 9_5_2018 9:41:38,2252.26123
 9_5_2018 9:41:38,2252.26123
 9_5_2018 9:41:38,2252.26123
 9_5_2018 9:41:38,2252.26123
 9_5_2018 9:41:39,2252.26123
 9_5_2018 9:41:39,2252.26123
 9_5_2018 9:41:39,2252.26123
 9_5_2018 9:41:39,2252.248779
 9_5_2018 9:41:39,2252.248779
 9_5_2018 9:41:39,2252.248779
 9_5_2018 9:41:39,2252.248779
 9_5_2018 9:41:40,2252.248779
 9_5_2018 9:41:40,2252.248779
 9_5_2018 9:41:40,2252.248779
 9_5_2018 9:41:40,2252.236328
 9_5_2018 9:41:40,2252.236328
 9_5_2018 9:41:40,2252.236328
 9_5_2018 9:41:40,2252.236328
 9_5_2018 9:41:41,2252.236328
 9_5_2018 9:41:41,2252.236328
 9_5_2018 9:41:41,2252.236328
 9_5_2018 9:41:41,2252.224121
 9_5_2018 9:41:41,2252.224121
 9_5_2018 9:41:41,2252.224121
 9_5_2018 9:41:41,2252.224121
 9_5_2018 9:41:42,2252.224121
 9_5_2018 9:41:42,2252.224121
 9_5_2018 9:41:42,2252.224121
 9_5_2018 9:41:42,2252.211914
 9_5_2018 9:41:42,2252.211914
 9_5_2018 9:41:42,2252.211914
 9_5_2018 9:41:42,2252.211914
 9_5_2018 9:41:43,2252.211914
 9_5_2018 9:41:43,2252.211914
 9_5_2018 9:41:43,2252.211914
 9_5_2018 9:41:43,2252.199463
 9_5_2018 9:41:43,2252.199463
 9_5_2018 9:41:43,2252.199463
 9_5_2018 9:41:43,2252.199463
 9_5_2018 9:41:44,2252.199463
 9_5_2018 9:41:44,2252.199463
 9_5_2018 9:41:44,2252.199463
 9_5_2018 9:41:44,2252.187012
 9_5_2018 9:41:44,2252.187012
 9_5_2018 9:41:44,2252.187012
 9_5_2018 9:41:44,2252.187012
 9_5_2018 9:41:45,2252.187012
 9_5_2018 9:41:45,2252.187012
 9_5_2018 9:41:45,2252.187012
 9_5_2018 9:41:45,2252.174805
 9_5_2018 9:41:45,2252.174805
 9_5_2018 9:41:45,2252.174805
 9_5_2018 9:41:45,2252.174805
 9_5_2018 9:41:46,2252.174805
 9_5_2018 9:41:46,2252.174805
 9_5_2018 9:41:46,2252.174805
 9_5_2018 9:41:46,2252.162598
 9_5_2018 9:41:46,2252.162598
 9_5_2018 9:41:46,2252.162598
 9_5_2018 9:41:46,2252.162598
 9_5_2018 9:41:47,2252.162598
 9_5_2018 9:41:47,2252.162598
 9_5_2018 9:41:47,2252.162598
 9_5_2018 9:41:47,2252.150146
 9_5_2018 9:41:47,2252.150146
 9_5_2018 9:41:47,2252.150146
 9_5_2018 9:41:47,2252.150146
 9_5_2018 9:41:48,2252.150146
 9_5_2018 9:41:48,2252.150146
 9_5_2018 9:41:48,2252.150146
 9_5_2018 9:41:48,2252.137695
 9_5_2018 9:41:48,2252.137695
 9_5_2018 9:41:48,2252.137695
 9_5_2018 9:41:48,2252.137695
 9_5_2018 9:41:49,2252.137695
 9_5_2018 9:41:49,2252.137695
 9_5_2018 9:41:49,2252.137695
 9_5_2018 9:41:49,2252.125488
 9_5_2018 9:41:49,2252.125488
 9_5_2018 9:41:49,2252.125488
 9_5_2018 9:41:49,2252.125488
 9_5_2018 9:41:50,2252.125488
 9_5_2018 9:41:50,2252.125488
 9_5_2018 9:41:50,2252.125488
 9_5_2018 9:41:50,2252.113281
 9_5_2018 9:41:50,2252.113281
 9_5_2018 9:41:50,2252.113281
 9_5_2018 9:41:50,2252.113281
 9_5_2018 9:41:51,2252.113281
 9_5_2018 9:41:51,2252.113281
 9_5_2018 9:41:51,2252.113281
 9_5_2018 9:41:51,2252.101074
 9_5_2018 9:41:51,2252.101074
 9_5_2018 9:41:51,2252.101074
 9_5_2018 9:41:51,2252.101074
 9_5_2018 9:41:52,2252.101074
 9_5_2018 9:41:52,2252.101074
 9_5_2018 9:41:52,2252.101074
 9_5_2018 9:41:52,2252.088867
 9_5_2018 9:41:52,2252.088867
 9_5_2018 9:41:52,2252.088867
 9_5_2018 9:41:52,2252.088867
 9_5_2018 9:41:53,2252.088867
 9_5_2018 9:41:53,2252.088867
 9_5_2018 9:41:53,2252.088867
 9_5_2018 9:41:53,2252.076416
 9_5_2018 9:41:53,2252.076416
 9_5_2018 9:41:53,2252.076416
 9_5_2018 9:41:53,2252.076416
 9_5_2018 9:41:54,2252.076416
 9_5_2018 9:41:54,2252.076416
 9_5_2018 9:41:54,2252.076416
 9_5_2018 9:41:54,2252.064209
 9_5_2018 9:41:54,2252.064209
 9_5_2018 9:41:54,2252.064209
 9_5_2018 9:41:54,2252.064209
 9_5_2018 9:41:55,2252.064209
 9_5_2018 9:41:55,2252.064209
 9_5_2018 9:41:55,2252.064209
 9_5_2018 9:41:55,2252.052002
 9_5_2018 9:41:55,2252.052002
 9_5_2018 9:41:55,2252.052002
 9_5_2018 9:41:55,2252.052002
 9_5_2018 9:41:56,2252.052002
 9_5_2018 9:41:56,2252.052002
 9_5_2018 9:41:56,2252.052002
 9_5_2018 9:41:56,2252.039551
 9_5_2018 9:41:56,2252.039551
 9_5_2018 9:41:56,2252.039551
 9_5_2018 9:41:56,2252.039551
 9_5_2018 9:41:57,2252.039551
 9_5_2018 9:41:57,2252.039551
 9_5_2018 9:41:57,2252.039551
 9_5_2018 9:41:57,2252.027344
 9_5_2018 9:41:57,2252.027344
 9_5_2018 9:41:57,2252.027344
 9_5_2018 9:41:57,2252.027344
 9_5_2018 9:41:58,2252.027344
 9_5_2018 9:41:58,2252.027344
 9_5_2018 9:41:58,2252.027344
 9_5_2018 9:41:58,2252.015137
 9_5_2018 9:41:58,2252.015137
 9_5_2018 9:41:58,2252.015137
 9_5_2018 9:41:58,2252.015137
 9_5_2018 9:41:59,2252.015137
 9_5_2018 9:41:59,2252.015137
 9_5_2018 9:41:59,2252.015137
 9_5_2018 9:41:59,2252.00293
 9_5_2018 9:41:59,2252.00293
 9_5_2018 9:41:59,2252.00293
 9_5_2018 9:41:59,2252.00293
 9_5_2018 9:42:0,2252.00293
 9_5_2018 9:42:0,2252.00293
 9_5_2018 9:42:0,2252.00293
 9_5_2018 9:42:0,2251.990479
 9_5_2018 9:42:0,2251.990479
 9_5_2018 9:42:0,2251.990479
 9_5_2018 9:42:0,2251.990479
 9_5_2018 9:42:1,2251.990479
 9_5_2018 9:42:1,2251.990479
 9_5_2018 9:42:1,2251.990479
 9_5_2018 9:42:1,2251.978271
 9_5_2018 9:42:1,2251.978271
 9_5_2018 9:42:1,2251.978271
 9_5_2018 9:42:1,2251.978271
 9_5_2018 9:42:2,2251.978271
 9_5_2018 9:42:2,2251.978271
 9_5_2018 9:42:2,2251.978271
 9_5_2018 9:42:2,2251.96582
 9_5_2018 9:42:2,2251.96582
 9_5_2018 9:42:2,2251.96582
 9_5_2018 9:42:2,2251.96582
 9_5_2018 9:42:3,2251.96582
 9_5_2018 9:42:3,2251.96582
 9_5_2018 9:42:3,2251.96582
 9_5_2018 9:42:3,2251.953613
 9_5_2018 9:42:3,2251.953613
 9_5_2018 9:42:3,2251.953613
 9_5_2018 9:42:3,2251.953613
 9_5_2018 9:42:4,2251.953613
 9_5_2018 9:42:4,2251.953613
 9_5_2018 9:42:4,2251.953613
 9_5_2018 9:42:4,2251.941406
 9_5_2018 9:42:4,2251.941406
 9_5_2018 9:42:4,2251.941406
 9_5_2018 9:42:4,2251.941406
 9_5_2018 9:42:5,2251.941406
 9_5_2018 9:42:5,2251.941406
 9_5_2018 9:42:5,2251.941406
 9_5_2018 9:42:5,2251.929199
 9_5_2018 9:42:5,2251.929199
 9_5_2018 9:42:5,2251.929199
 9_5_2018 9:42:5,2251.929199
 9_5_2018 9:42:6,2251.929199
 9_5_2018 9:42:6,2251.929199
 9_5_2018 9:42:6,2251.929199
 9_5_2018 9:42:6,2251.916992
 9_5_2018 9:42:6,2251.916992
 9_5_2018 9:42:6,2251.916992
 9_5_2018 9:42:6,2251.916992
 9_5_2018 9:42:7,2251.916992
 9_5_2018 9:42:7,2251.916992
 9_5_2018 9:42:7,2251.916992
 9_5_2018 9:42:7,2251.904541
 9_5_2018 9:42:7,2251.904541
 9_5_2018 9:42:7,2251.904541
 9_5_2018 9:42:7,2251.904541
 9_5_2018 9:42:8,2251.904541
 9_5_2018 9:42:8,2251.904541
 9_5_2018 9:42:8,2251.904541
 9_5_2018 9:42:8,2251.892334
 9_5_2018 9:42:8,2251.892334
 9_5_2018 9:42:8,2251.892334
 9_5_2018 9:42:8,2251.892334
 ,
